keyword	filter_name	filter_value	freq
eye brow enhancers	brand	693	12
eye brow enhancers	brand	5108	100
eye brow enhancers	category	245	151
eye brow enhancers	brand	4149	68
eye brow enhancers	preference	80225	12
eye brow enhancers	preference	10863	21
eye brow enhancers	formulation	10808	20
eye brow enhancers	color	25802	19
eye brush	brand	7321	5
eye brush	brand	2130	59
eye brush	brand	3899	96
eye brush	category	9595	3
eye brush	brand	1834	97
eye brush	brand	8848	4
eye brush	brand	2717	15
eye brush	brand	2715	9
eye brush	star_rating	4	34
eye brush	brand	4910	9
eye brush	brand	5238	22
eye brush	brand	4506	10
eye brush	brand	7621	3
eye brush	brand	8892	11
eye brush	brand	201	43
eye brush	brand	4785	147
eye brush	brand	9689	13
eye brush	brand	4316	5
eye brush	brand	4130	41
eye brush	brand	7464	20
eye brush	brand	8260	15
eye brush	brand	1459	3
eye brush	brand	7092	13
eye brush	brand	2347	90
eye brush	brand	5498	4
eye brush	brand	943	31
eye brush	brand	8822	27
eye brush	brand	3990	223
eye brush	brand	2335	14
eye brush	brand	2623	4
eye brush	category	240	3
eye brush	category	245	4
eye brush	brand	7219	4
eye brush	brand	7907	35
eye brush	brand	1850	9
eye brush	brand	3364	14
eye brush	brand	7757	9
eye brush	brand	8567	10
eye brush	brand	2658	4
eye brush	category	268	16
eye brush	brand	8950	4
eye brush	brand	1965	39
eye brush	brand	6882	54
eye brush	brand	5540	130
eye brush	brand	6975	15
eye brush	brand	6808	13
eye brush	brand	4498	6
eye brush	category	266	7
eye brush	brand	6883	18
eye brush	brand	4985	51
eye brush	brand	1937	206
eye brush	brand	5676	4
eye brush	category	242	6
eye brush	brand	6968	4
eye brush	brand	693	94
eye brush	price	0-499	43
eye brush	brand	207	82
eye brush	brand	2116	4
eye brush	brand	4776	6
eye brush	brand	5108	56
eye brush	brand	669	44
eye brush	brand	642	70
eye brush	brand	5718	12
eye brush	brand	2919	3
eye brush	brand	7366	4
eye brush	brand	4301	8
eye palettes	preference	80225	24
eye palettes	category	5972	10
eye palettes	preference	10863	24
eye palettes	brand	5540	210
eye palettes	color	13750	24
eye palettes	brand	6808	15
eye palettes	brand	4931	10
eye palettes	brand	589	63
eye palettes	brand	6882	96
eye palettes	color	25802	121
eye palettes	finish	10884	82
eye palettes	preference	64746	28
eye palettes	brand	1757	5
eye palettes	skin_tone	10888	3
eye palettes	brand	6883	26
eye palettes	skin_type	10779	26
eye palettes	preference	80224	3
eye palettes	brand	1821	32
eye palettes	preference	80227	3
eye palettes	preference	10851	19
eye palettes	brand	201	99
eye palettes	brand	8335	210
eye palettes	color	16777	26
eye palettes	skin_type	10781	5
eye palettes	brand	8822	10
eye palettes	brand	5666	9
eye palettes	brand	9517	19
eye palettes	brand	7464	43
eye palettes	brand	3990	65
eye palettes	category	3940	3
eye palettes	brand	642	145
eye palettes	color	13915	24
eye palettes	brand	7691	81
eye palettes	brand	997	46
eye palettes	preference	10860	3
eye palettes	preference	10838	19
eye palettes	brand	8351	14
eye palettes	brand	2298	57
eye palettes	brand	2658	5
eye palettes	formulation	10821	3
eye palettes	color	11882	18
eye palettes	preference	10847	3
eye palettes	category	245	3
eye palettes	formulation	10827	19
eye palettes	finish	10878	10
eye palettes	brand	588	9
eye palettes	category	7287	4
eye palettes	brand	3394	36
eye palettes	skin_type	10782	8
eye palettes	brand	1937	242
eye palettes	brand	5108	95
eye palettes	preference	10857	5
eye palettes	finish	20425	7
eye palettes	brand	8848	17
eye palettes	brand	2534	143
eye palettes	category	244	3
eye palettes	brand	7184	3
eye palettes	preference	10854	14
eye palettes	brand	4103	4
eye palettes	color	16775	13
eye palettes	category	242	102
eye palettes	skin_type	10780	8
eye palettes	skin_tone	10887	13
eye palettes	preference	10839	3
eye palettes	brand	4985	187
eye palettes	brand	5238	8
eye palettes	color	25190	22
eye palettes	formulation	10822	5
eye palettes	finish	20427	6
eye palettes	brand	4290	35
eye palettes	brand	3364	33
eye palettes	brand	4910	36
eye palettes	brand	4561	29
eye palettes	brand	1965	30
eye palettes	brand	7219	3
eye palettes	color	69968	4
eye palettes	brand	7907	38
eye palettes	star_rating	4	174
eye palettes	brand	5848	12
eye palettes	preference	10853	6
eye palettes	brand	4911	6
eye palettes	brand	3814	37
eye palettes	brand	1804	33
eye palettes	finish	10879	140
eye palettes	brand	6371	16
eye palettes	color	10801	34
eye palettes	color	15515	41
eye palettes	coverage	10874	7
eye palettes	finish	10882	7
eye palettes	brand	10665	17
eye palettes	color	25188	20
eye palettes	brand	7909	4
eye palettes	brand	2431	6
eye palettes	brand	2538	8
eye palettes	finish	20429	56
eye palettes	color	25192	16
eye palettes	category	234	4
eye palettes	brand	2623	3
eye palettes	preference	10843	4
eye palettes	finish	20426	41
eye palettes	brand	4332	18
eye palettes	skin_tone	10886	8
eye palettes	category	1513	5
eye palettes	skin_type	10778	11
eye palettes	brand	4130	134
eye palettes	brand	6346	179
eye palettes	brand	2412	6
eye palettes	brand	2347	401
eye palettes	brand	3899	580
eye palettes	brand	1850	9
eye palettes	color	15514	64
eye palettes	formulation	10811	62
eye palettes	brand	604	219
eye palettes	color	25191	13
eye palettes	brand	6166	6
eye palettes	brand	1783	8
eye palettes	preference	15812	6
eye palettes	brand	4498	14
eye palettes	preference	10859	6
eye palettes	color	13529	20
eye palettes	brand	4149	86
eye palettes	finish	10881	455
eye palettes	brand	596	730
eye palettes	brand	3900	4
eye palettes	finish	10880	43
eye palettes	brand	6446	4
eye palettes	brand	1075	4
eye palettes	price	0-499	671
eye palettes	brand	8260	18
eye palettes	brand	10104	14
eye palettes	category	9564	21
eye palettes	brand	4089	14
eye palettes	color	10789	373
eye palettes	preference	10862	7
eye palettes	brand	4316	4
eye palettes	brand	8567	11
eye palettes	brand	2130	468
eye palettes	category	5971	4
eye palettes	brand	669	172
eye palettes	brand	943	35
eye palettes	preference	10855	11
eye palettes	brand	4607	39
eye palettes	brand	2335	4
eye palettes	brand	595	172
eye palettes	brand	2079	9
eye palettes	color	13370	39
eye shadow	brand	4770	26
eye shadow	brand	3900	21
eye shadow	color	25802	950
eye shadow	brand	589	953
eye shadow	color	10789	2271
eye shadow	color	25740	70
eye shadow	color	16775	188
eye shadow	brand	4785	10
eye shadow	brand	4081	22
eye shadow	brand	6882	953
eye shadow	brand	8351	212
eye shadow	brand	4636	61
eye shadow	brand	8260	153
eye shadow	category	24	27
eye shadow	preference	15812	31
eye shadow	brand	6017	3
eye shadow	brand	4506	26
eye shadow	category	231	6
eye shadow	brand	7909	63
eye shadow	category	240	26
eye shadow	brand	3990	1018
eye shadow	preference	80225	76
eye shadow	brand	7708	34
eye shadow	brand	8952	15
eye shadow	brand	6346	1220
eye shadow	brand	4343	24
eye shadow	finish	10885	13
eye shadow	skin_tone	10887	107
eye shadow	preference	10845	27
eye shadow	finish	10884	972
eye shadow	brand	6446	61
eye shadow	brand	4911	74
eye shadow	color	25190	223
eye shadow	preference	10858	28
eye shadow	formulation	10828	275
eye shadow	formulation	10823	26
eye shadow	category	9585	3
eye shadow	formulation	10821	187
eye shadow	brand	4910	322
eye shadow	brand	4103	36
eye shadow	brand	1850	119
eye shadow	brand	2715	10
eye shadow	brand	5676	10
eye shadow	preference	10853	32
eye shadow	formulation	15987	23
eye shadow	color	11882	144
eye shadow	category	242	976
eye shadow	category	234	6
eye shadow	category	6761	8
eye shadow	brand	201	989
eye shadow	finish	10881	3442
eye shadow	brand	6975	14
eye shadow	brand	2130	4645
eye shadow	brand	4332	295
eye shadow	brand	4130	1207
eye shadow	brand	6883	320
eye shadow	brand	588	117
eye shadow	skin_type	10781	103
eye shadow	brand	1783	169
eye shadow	category	1513	25
eye shadow	finish	20425	240
eye shadow	category	1995	10
eye shadow	preference	10856	13
eye shadow	preference	10850	23
eye shadow	category	236	6
eye shadow	category	244	15
eye shadow	brand	1757	79
eye shadow	brand	5540	1998
eye shadow	formulation	10824	179
eye shadow	category	9989	3
eye shadow	brand	9517	168
eye shadow	formulation	10805	10
eye shadow	brand	7092	24
eye shadow	brand	7633	8
eye shadow	color	69968	99
eye shadow	brand	8848	159
eye shadow	finish	20427	117
eye shadow	brand	7907	423
eye shadow	preference	10866	13
eye shadow	formulation	10810	111
eye shadow	brand	4498	117
eye shadow	color	15515	491
eye shadow	category	245	35
eye shadow	category	235	13
eye shadow	category	266	4
eye shadow	category	687	10
eye shadow	category	270	3
eye shadow	brand	1075	134
eye shadow	coverage	10875	13
eye shadow	category	232	7
eye shadow	category	233	8
eye shadow	brand	2623	67
eye shadow	color	13529	257
eye shadow	preference	10857	31
eye shadow	brand	8567	82
eye shadow	brand	1804	386
eye shadow	brand	670	3
eye shadow	brand	595	1855
eye shadow	preference	10869	28
eye shadow	brand	5666	38
eye shadow	preference	10855	25
eye shadow	preference	16003	6
eye shadow	brand	5848	54
eye shadow	brand	2431	48
eye shadow	preference	80224	32
eye shadow	brand	5718	3
eye shadow	preference	10838	79
eye shadow	brand	8822	95
eye shadow	category	3952	3
eye shadow	preference	80223	3
eye shadow	brand	3899	2735
eye shadow	color	25188	165
eye shadow	brand	64	3
eye shadow	skin_tone	10888	29
eye shadow	category	9586	8
eye shadow	brand	4607	335
eye shadow	category	9588	7
eye shadow	brand	3898	18
eye shadow	skin_tone	10886	47
eye shadow	brand	2298	430
eye shadow	coverage	10876	44
eye shadow	category	9589	7
eye shadow	category	271	4
eye shadow	finish	20429	473
eye shadow	brand	604	2015
eye shadow	brand	4089	185
eye shadow	brand	7219	43
eye shadow	brand	8897	212
eye shadow	brand	4985	1602
eye shadow	brand	4815	13
eye shadow	color	13750	352
eye shadow	brand	2335	60
eye shadow	brand	2347	2539
eye shadow	preference	80227	24
eye shadow	category	229	6
eye shadow	formulation	10822	480
eye shadow	brand	693	61
eye shadow	formulation	10811	665
eye shadow	formulation	10804	337
eye shadow	preference	10861	20
eye shadow	brand	4301	8
eye shadow	brand	669	914
eye shadow	formulation	10832	60
eye shadow	brand	10536	430
eye shadow	category	249	3
eye shadow	brand	596	4929
eye shadow	category	1514	7
eye shadow	brand	6759	6
eye shadow	finish	10883	156
eye shadow	finish	10879	905
eye shadow	brand	2658	60
eye shadow	brand	7691	885
eye shadow	brand	5238	148
eye shadow	coverage	10874	193
eye shadow	preference	10862	24
eye shadow	brand	5077	53
eye shadow	star_rating	4	648
eye shadow	formulation	10827	404
eye shadow	color	16777	218
eye shadow	brand	4316	33
eye shadow	category	4036	8
eye shadow	brand	1937	1507
eye shadow	brand	5846	31
eye shadow	brand	6386	35
eye shadow	formulation	10813	194
eye shadow	finish	10878	194
eye shadow	brand	7184	35
eye shadow	brand	3394	277
eye shadow	skin_type	10779	251
eye shadow	preference	10865	12
eye shadow	category	4140	5
eye shadow	preference	10847	20
eye shadow	brand	4458	44
eye shadow	color	15514	606
eye shadow	category	5972	20
eye shadow	category	3745	4
eye shadow	brand	5498	13
eye shadow	color	10801	445
eye shadow	brand	10665	157
eye shadow	category	9593	12
eye shadow	brand	1821	512
eye shadow	category	228	7
eye shadow	color	13915	271
eye shadow	color	25191	94
eye shadow	skin_type	10778	173
eye shadow	preference	80228	7
eye shadow	category	5971	40
eye shadow	formulation	10818	104
eye shadow	brand	642	1406
eye shadow	preference	10839	29
eye shadow	brand	2538	122
eye shadow	brand	1918	68
eye shadow	brand	1965	434
eye shadow	brand	4561	289
eye shadow	brand	10104	94
eye shadow	color	25192	218
eye shadow	category	237	16
eye shadow	color	13370	384
eye shadow	category	241	7
eye shadow	brand	2412	42
eye shadow	brand	7464	284
eye shadow	brand	7321	9
eye shadow	brand	943	516
eye shadow	formulation	10812	35
eye shadow	preference	89005	4
eye shadow	brand	2717	6
eye shadow	preference	10854	78
eye shadow	brand	2079	101
eye shadow	price	0-499	2115
eye shadow	formulation	10817	29
eye shadow	category	7287	4
eye shadow	skin_type	10782	165
eye shadow	finish	20426	370
eye shadow	coverage	64745	4
eye shadow	brand	5108	751
eye shadow	preference	10860	5
eye shadow	brand	2535	89
eye shadow	finish	10882	231
eye shadow	brand	3364	230
eye shadow	brand	6527	6
eye shadow	brand	3814	459
eye shadow	brand	4149	856
eye shadow	skin_type	10780	94
eye shadow	preference	10840	11
eye shadow	brand	1834	11
eye shadow	brand	4931	124
eye shadow	category	3819	5
eye shadow	preference	10841	9
eye shadow	brand	2534	1184
eye shadow	brand	6371	104
eye shadow	preference	10859	30
eye shadow	preference	64746	172
eye shadow	brand	8335	1508
eye shadow	brand	8892	7
eye shadow	brand	2116	5
eye shadow	preference	10851	150
eye shadow	category	3940	9
eye shadow	category	268	11
eye shadow	preference	10863	100
eye shadow	brand	6968	7
eye shadow	category	9595	5
eye shadow	brand	4290	286
eye shadow	brand	4776	5
eye shadow	brand	6808	113
eye shadow	brand	997	586
eye shadow	finish	10880	447
eyeliner	formulation	10805	21
eyeliner	formulation	10823	358
eyeliner	preference	16003	108
eyeliner	brand	2538	15
eyeliner	brand	2203	6
eyeliner	brand	4130	852
eyeliner	brand	10536	300
eyeliner	brand	604	3875
eyeliner	preference	10861	106
eyeliner	formulation	10824	1879
eyeliner	brand	834	258
eyeliner	brand	2335	31
eyeliner	preference	10851	381
eyeliner	brand	5848	16
eyeliner	category	245	16
eyeliner	category	931	6
eyeliner	color	13529	729
eyeliner	color	10789	591
eyeliner	category	687	79
eyeliner	brand	10665	51
eyeliner	category	241	59
eyeliner	formulation	10818	106
eyeliner	color	69968	58
eyeliner	brand	3364	108
eyeliner	finish	20426	235
eyeliner	color	11882	532
eyeliner	brand	8351	60
eyeliner	preference	80227	55
eyeliner	brand	5924	69
eyeliner	brand	5108	295
eyeliner	brand	7778	4
eyeliner	brand	1804	345
eyeliner	star_rating	4	641
eyeliner	brand	5666	9
eyeliner	brand	7184	6
eyeliner	concern	80229	9
eyeliner	finish	10884	433
eyeliner	brand	4103	28
eyeliner	brand	589	668
eyeliner	brand	5827	28
eyeliner	color	16777	293
eyeliner	preference	10866	42
eyeliner	brand	6446	28
eyeliner	brand	4343	4
eyeliner	brand	8606	6
eyeliner	finish	10881	3741
eyeliner	brand	8260	30
eyeliner	brand	7392	5
eyeliner	category	231	5
eyeliner	brand	4770	7
eyeliner	category	244	7
eyeliner	preference	10850	177
eyeliner	brand	8794	7
eyeliner	brand	8892	3
eyeliner	skin_tone	10886	9
eyeliner	brand	8567	3
eyeliner	formulation	10804	646
eyeliner	formulation	10812	51
eyeliner	preference	10862	102
eyeliner	category	249	4
eyeliner	category	7287	4
eyeliner	brand	693	38
eyeliner	preference	89007	14
eyeliner	brand	7909	47
eyeliner	preference	10845	76
eyeliner	skin_tone	10888	13
eyeliner	preference	10860	10
eyeliner	preference	10853	112
eyeliner	brand	3898	8
eyeliner	formulation	15987	9886
eyeliner	category	242	17
eyeliner	preference	10855	73
eyeliner	color	10801	8701
eyeliner	brand	2412	24
eyeliner	skin_type	10782	47
eyeliner	finish	20427	15
eyeliner	brand	7464	140
eyeliner	brand	4911	23
eyeliner	brand	2436	7
eyeliner	color	13370	739
eyeliner	brand	6808	12
eyeliner	brand	8848	20
eyeliner	brand	593	25
eyeliner	category	3939	10
eyeliner	brand	6975	3
eyeliner	brand	4910	159
eyeliner	brand	997	397
eyeliner	color	25802	374
eyeliner	brand	1783	66
eyeliner	brand	4931	9
eyeliner	brand	2658	18
eyeliner	brand	1965	217
eyeliner	category	2043	3
eyeliner	category	8437	3
eyeliner	brand	5540	384
eyeliner	preference	10863	362
eyeliner	brand	7907	112
eyeliner	formulation	10827	266
eyeliner	color	13915	1323
eyeliner	formulation	10811	92
eyeliner	brand	923	135
eyeliner	preference	64746	319
eyeliner	brand	2709	42
eyeliner	category	5970	16
eyeliner	preference	80223	16
eyeliner	skin_type	10781	36
eyeliner	color	25740	87
eyeliner	preference	10869	142
eyeliner	brand	4290	41
eyeliner	category	25	5
eyeliner	brand	4785	10
eyeliner	preference	10847	71
eyeliner	preference	10841	50
eyeliner	preference	10857	146
eyeliner	brand	1937	2021
eyeliner	brand	4636	9
eyeliner	category	1513	3
eyeliner	finish	20428	365
eyeliner	concern	10770	4
eyeliner	preference	10843	137
eyeliner	brand	4034	14
eyeliner	brand	5238	111
eyeliner	category	3745	3
eyeliner	formulation	10817	38
eyeliner	brand	2534	951
eyeliner	preference	10839	164
eyeliner	brand	201	391
eyeliner	formulation	10828	451
eyeliner	brand	2347	1200
eyeliner	brand	10104	22
eyeliner	brand	3394	320
eyeliner	category	240	1467
eyeliner	category	1995	11
eyeliner	brand	670	16
eyeliner	brand	6882	560
eyeliner	coverage	10874	181
eyeliner	brand	669	1078
eyeliner	brand	1850	33
eyeliner	brand	1897	15
eyeliner	brand	6386	5
eyeliner	brand	4332	77
eyeliner	brand	4458	20
eyeliner	color	25191	478
eyeliner	brand	3899	1798
eyeliner	preference	10858	124
eyeliner	brand	6371	30
eyeliner	color	25190	412
eyeliner	color	15515	1369
eyeliner	brand	588	89
eyeliner	category	233	3
eyeliner	finish	20425	249
eyeliner	brand	3814	322
eyeliner	finish	10882	176
eyeliner	formulation	10832	44
eyeliner	preference	10854	342
eyeliner	preference	10838	4462
eyeliner	price	0-499	822
eyeliner	brand	6166	32
eyeliner	brand	1757	63
eyeliner	brand	1918	81
eyeliner	preference	10865	81
eyeliner	skin_type	10780	35
eyeliner	preference	10856	83
eyeliner	skin_tone	10887	21
eyeliner	preference	10840	29
eyeliner	finish	10883	443
eyeliner	color	13750	3538
eyeliner	brand	4149	79
eyeliner	brand	2296	36
eyeliner	brand	2623	5
eyeliner	category	235	3
eyeliner	category	234	5
eyeliner	brand	9049	40
eyeliner	brand	6346	354
eyeliner	brand	2130	171
eyeliner	finish	10880	313
eyeliner	skin_type	10779	104
eyeliner	preference	80228	102
eyeliner	finish	20429	307
eyeliner	color	15514	567
eyeliner	brand	1075	121
eyeliner	brand	7708	11
eyeliner	brand	2535	31
eyeliner	brand	4607	118
eyeliner	color	25188	417
eyeliner	brand	2298	472
eyeliner	finish	10878	92
eyeliner	color	25192	273
eyeliner	formulation	10822	5184
eyeliner	category	237	4
eyeliner	preference	12175	22
eyeliner	preference	89005	18
eyeliner	brand	3990	228
eyeliner	preference	80224	89
eyeliner	brand	8335	164
eyeliner	brand	8645	37
eyeliner	brand	943	382
eyeliner	brand	677	34
eyeliner	preference	10868	34
eyeliner	brand	8897	46
eyeliner	category	9588	14
eyeliner	coverage	10876	3
eyeliner	skin_type	10778	53
eyeliner	finish	10879	434
eyeliner	preference	15812	871
eyeliner	brand	6883	182
eyeliner	preference	80225	139
eyeliner	brand	6642	22
eyeliner	brand	642	2074
eyeliner	brand	7691	128
eyeliner	brand	4498	23
eyeliner	brand	596	4897
eyeliner	color	16775	701
eyeliner	brand	1821	472
eyeliner	formulation	10813	1486
eyeliner	brand	595	2093
eyeliner	preference	10859	80
eyeliner	brand	2079	43
eyeliner	brand	4561	56
eyeliner	formulation	10821	56
fabindia	category	8429	7
fabindia	category	1387	9
fabindia	category	8644	7
fabindia	category	8395	9
fabindia	concern	91637	3
fabindia	category	8426	6
fabindia	category	8381	8
fabindia	category	1388	3
fabindia	category	2041	16
fabindia	concern	10777	10
fabindia	category	8379	33
fabindia	category	367	9
fabindia	category	970	26
fabindia	category	254	9
fabindia	concern	10770	6
fabindia	category	319	27
fabindia	category	2040	10
fabindia	hair_type	11078	3
fabindia	category	368	11
fabindia	skin_type	10782	3
fabindia	category	8420	7
fabindia	category	8392	25
fabindia	concern	10771	4
fabindia	skin_type	10778	4
fabindia	category	8394	21
fabindia	category	971	13
fabindia	category	316	48
fabindia	category	1222	4
fabindia	concern	10753	3
fabindia	category	8404	4
fabindia	category	8427	3
fabindia	category	979	3
fabindia	skin_type	10779	12
fabindia	category	1305	3
fabindia	category	8409	7
fabindia	category	8380	12
fabindia	category	371	7
fabindia	category	8403	3
fabindia	category	8400	15
face brush	category	267	23
face brush	brand	589	3
face brush	brand	4103	8
face brush	brand	588	3
face brush	category	5976	3
face brush	brand	2717	26
face brush	category	43	8
face brush	brand	7691	21
face brush	brand	4301	4
face brush	brand	1834	150
face brush	brand	2130	65
face brush	brand	2535	13
face brush	brand	8567	13
face brush	brand	7464	23
face brush	brand	6808	3
face brush	category	242	6
face brush	brand	642	99
face brush	brand	997	8
face brush	brand	3364	13
face brush	category	8379	5
face brush	brand	207	78
face brush	brand	2919	7
face brush	brand	4498	6
face brush	brand	5540	187
face brush	brand	675	3
face brush	brand	8822	18
face brush	brand	4910	10
face brush	category	268	5
face brush	skin_type	10778	3
face brush	category	266	19
face brush	brand	6883	15
face brush	brand	693	120
face brush	brand	3899	160
face brush	brand	4785	157
face brush	price	0-499	117
face brush	star_rating	4	62
face brush	brand	201	56
face brush	brand	4815	5
face brush	brand	6974	3
face brush	brand	2079	15
face brush	brand	4506	5
face brush	brand	5238	16
face brush	brand	6882	51
face brush	preference	10869	3
face brush	brand	596	157
face brush	preference	64746	3
face brush	brand	2347	144
face brush	category	228	11
face brush	category	1386	4
face brush	brand	7092	19
face brush	brand	3990	339
face brush	brand	3814	6
face brush	brand	7907	35
face brush	category	270	4
face brush	brand	4776	4
face brush	brand	8848	10
face brush	category	4140	3
face brush	category	8398	3
face brush	brand	595	62
face brush	brand	4316	5
face brush	brand	2116	6
face brush	brand	1937	257
face brush	preference	10838	3
face brush	category	231	4
face brush	brand	2335	11
face brush	category	269	16
face brush	brand	7321	7
face brush	brand	3901	24
face brush	brand	4985	74
face brush	brand	2412	4
face brush	brand	8892	7
face brush	brand	1850	7
face brush	category	271	6
face brush	brand	2658	4
face brush	brand	9689	10
face brush	preference	10857	3
face brush	brand	1965	26
face brush	category	237	7
face brush	brand	943	49
face brush	brand	5108	53
face brush	brand	669	60
face brush	brand	4130	56
face brush	brand	8260	7
face brush	brand	6017	5
face brush	category	235	7
face brush	brand	5718	5
face brush	brand	6975	5
face masks	brand	3355	6
face masks	concern	80312	14
face masks	concern	10777	485
face masks	preference	10856	14
face masks	brand	1835	6
face masks	preference	10862	13
face masks	brand	1850	6
face masks	preference	10839	13
face masks	preference	10849	6
face masks	preference	10867	13
face masks	brand	1375	6
face masks	brand	5368	22
face masks	preference	10845	17
face masks	brand	642	6
face masks	preference	10842	13
face masks	preference	10841	17
face masks	brand	610	17
face masks	preference	80228	7
face masks	brand	997	22
face masks	brand	680	9
face masks	category	8401	82
face masks	brand	6445	6
face masks	concern	10729	13
face masks	brand	4290	279
face masks	preference	89005	8
face masks	brand	669	9
face masks	preference	10846	6
face masks	brand	4320	19
face masks	preference	10854	7
face masks	brand	604	24
face masks	preference	10853	23
face masks	brand	7666	42
face masks	concern	10751	25
face masks	concern	10753	165
face masks	category	8400	127
face masks	brand	990	4
face masks	concern	10771	152
face masks	preference	10860	8
face masks	preference	10850	3
face masks	category	9581	4
face masks	brand	621	20
face masks	preference	10855	10
face masks	brand	7503	6
face masks	skin_type	10782	111
face masks	brand	2438	12
face masks	formulation	10822	6
face masks	category	9580	3
face masks	concern	80231	76
face masks	concern	10754	15
face masks	brand	1250	3
face masks	formulation	10816	36
face masks	preference	10843	21
face masks	preference	80224	7
face masks	brand	2371	31
face masks	brand	7057	5
face masks	brand	8209	3
face masks	skin_type	10778	103
face masks	brand	2131	21
face masks	brand	4922	32
face masks	brand	593	39
face masks	brand	1918	41
face masks	star_rating	4	134
face masks	brand	7004	3
face masks	concern	10749	15
face masks	preference	10848	9
face masks	brand	9551	8
face masks	preference	10861	19
face masks	brand	1898	5
face masks	concern	10770	251
face masks	brand	3143	3
face masks	brand	5440	3
face masks	preference	80227	7
face masks	brand	4343	3
face masks	preference	80225	10
face masks	concern	10748	18
face masks	brand	2719	3
face masks	brand	3884	5
face masks	brand	1923	11
face masks	brand	3717	3
face masks	preference	10840	15
face masks	brand	6409	3
face masks	brand	1544	8
face masks	skin_type	10779	297
face masks	brand	6740	3
face masks	concern	10752	3
face masks	brand	4638	16
face masks	brand	2652	3
face masks	brand	6520	4
face masks	formulation	10809	4
face masks	brand	6882	10
face masks	brand	2436	15
face masks	brand	3201	3
face masks	brand	4321	5
face masks	preference	10863	21
face masks	price	0-499	29
face masks	brand	722	11
face masks	brand	8242	28
face masks	concern	80230	10
face masks	brand	943	38
face masks	preference	10	6
face masks	concern	10737	31
face masks	preference	10847	15
face masks	brand	3814	35
face masks	preference	10857	27
face masks	formulation	10820	93
face masks	brand	9216	3
face masks	formulation	10821	3
face masks	brand	9159	5
face masks	brand	9898	4
face masks	brand	738	9
face masks	brand	5466	3
face masks	brand	3549	3
face masks	preference	12175	16
face masks	brand	1095	15
face masks	preference	16003	15
face masks	brand	5499	9
face masks	preference	10866	19
face masks	brand	10033	4
face masks	preference	10859	9
face masks	brand	7467	10
face masks	brand	6653	7
face masks	brand	1190	7
face masks	brand	4130	11
face masks	preference	10851	34
face masks	brand	670	29
face masks	brand	6337	3
face masks	brand	5741	3
face masks	brand	9694	11
face masks	brand	5745	4
face masks	brand	7180	5
face masks	preference	10844	12
face masks	brand	600	20
face masks	brand	1913	4
face masks	brand	9236	5
face masks	brand	4179	7
face masks	brand	5238	16
face masks	brand	1783	7
face masks	brand	2682	64
face masks	preference	64746	12
face masks	brand	2421	28
face masks	skin_type	10780	33
face masks	preference	10864	16
face masks	brand	3541	4
face masks	brand	1561	4
face masks	brand	6123	5
face masks	brand	681	5
face masks	formulation	10827	11
face masks	brand	9890	4
face masks	brand	6346	12
face masks	skin_type	10781	75
face masks	concern	10776	30
face masks	brand	1943	5
face masks	formulation	10824	11
face masks	brand	3901	74
face masks	brand	2534	7
face masks	brand	2454	16
face masks	preference	10852	11
face masks	formulation	10808	5
face masks	brand	923	44
face masks	preference	10869	16
face masks	brand	2986	12
face masks	brand	8356	4
face masks	concern	10750	86
face masks	preference	10858	16
face masks	brand	5670	7
face masks	brand	595	30
face masks	brand	6683	21
face moisturizer	preference	10849	84
face moisturizer	brand	4310	6
face moisturizer	preference	10864	65
face moisturizer	brand	201	10
face moisturizer	brand	4650	6
face moisturizer	preference	10865	76
face moisturizer	finish	10881	6
face moisturizer	preference	10845	169
face moisturizer	brand	596	17
face moisturizer	brand	8232	10
face moisturizer	formulation	10819	6
face moisturizer	brand	616	27
face moisturizer	brand	2986	18
face moisturizer	brand	6857	6
face moisturizer	preference	10852	115
face moisturizer	brand	5108	10
face moisturizer	concern	10751	354
face moisturizer	concern	10754	61
face moisturizer	brand	1805	10
face moisturizer	category	8396	32
face moisturizer	preference	12175	127
face moisturizer	concern	10753	775
face moisturizer	preference	10860	125
face moisturizer	brand	10536	14
face moisturizer	brand	4032	6
face moisturizer	brand	7675	10
face moisturizer	brand	642	27
face moisturizer	preference	10857	354
face moisturizer	preference	10853	160
face moisturizer	brand	614	118
face moisturizer	preference	10854	32
face moisturizer	preference	10858	161
face moisturizer	brand	618	10
face moisturizer	preference	80228	71
face moisturizer	brand	2436	51
face moisturizer	brand	680	75
face moisturizer	brand	1898	6
face moisturizer	formulation	10812	4
face moisturizer	category	8429	6
face moisturizer	brand	10101	5
face moisturizer	preference	64746	176
face moisturizer	price	0-499	242
face moisturizer	brand	3990	10
face moisturizer	concern	10764	3
face moisturizer	brand	4090	5
face moisturizer	category	9569	4
face moisturizer	category	8449	4
face moisturizer	preference	10867	63
face moisturizer	brand	670	233
face moisturizer	brand	943	259
face moisturizer	preference	8900	3
face moisturizer	brand	3201	6
face moisturizer	brand	4421	5
face moisturizer	preference	10846	48
face moisturizer	category	8397	59
face moisturizer	formulation	10824	256
face moisturizer	brand	1783	31
face moisturizer	brand	9138	4
face moisturizer	brand	980	30
face moisturizer	concern	10755	8
face moisturizer	brand	681	60
face moisturizer	brand	597	102
face moisturizer	brand	4130	48
face moisturizer	brand	9851	4
face moisturizer	brand	1938	54
face moisturizer	category	9576	3
face moisturizer	preference	10839	146
face moisturizer	brand	6286	6
face moisturizer	brand	645	121
