keyword	filter_name	filter_value	freq
amante	category	3109	143
amante	category	3107	15
amante	color	16777	3
amante	category	3060	259
amante	category	4521	19
amante	category	3080	99
amante	brand	4671	4
amante	category	3083	119
amante	wiring	64587	395
amante	category	3098	130
amante	fabric	64604	20
amante	color	10789	11
amante	category	4518	79
amante	padding	64591	212
amante	category	3090	66
amante	category	6043	30
amante	fabric	64600	15
amante	category	3089	72
amante	category	3062	143
amante	wiring	64588	189
amante	pattern	67292	3
amante	category	3065	144
amante	color	25191	43
amante	rise	67326	12
amante	color	13915	4
amante	color	13370	4
amante	category	3091	50
amante	fabric	64599	91
amante	color	25802	103
amante	category	3070	146
amante	category	3111	50
amante	coverage	10876	68
amante	category	3114	30
amante	category	3073	41
amante	category	3081	61
amante	padding	64590	386
amante	category	3082	117
amante	category	6046	68
amante	category	3104	74
amante	padding	64589	33
amante	category	3069	94
amante	category	3071	34
amante	category	3064	194
amante	category	5635	34
amante	category	4313	105
amante	price	0-499	17
amante	rise	67328	8
amante	category	3061	176
amante	color	15514	43
amante	category	3066	130
amante	category	3101	33
amante	color	69968	8
amante	category	5779	33
amante	fabric	97401	19
amante	color	25190	31
amante	category	3084	48
amante	category	7115	32
amante	category	4796	17
amante	rise	67327	11
amante	color	13529	23
amante	fabric	64598	9
amante	category	3094	22
amante	category	3051	34
amante	category	4761	16
amante	fabric	64603	6
amante	padding	64592	396
amante	category	3099	34
amante	category	3108	49
amante	category	4997	43
amante	category	3092	18
amante	category	3100	96
amante	color	13750	23
amante	category	5452	113
amante	category	3072	70
amante	pattern	67293	5
amante	coverage	10874	314
amante	category	3105	74
amante	color	10801	54
amante	category	3087	83
amante	category	4531	14
amante	category	3068	71
amante	category	3113	29
amante	category	3093	3
amante	category	6045	71
amante	color	25192	7
amante	coverage	64745	10
amante	category	3103	28
amante	category	3102	28
amante	color	11882	10
amante	category	3055	19
amante	category	3112	40
amante	category	3086	45
amante	color	25188	10
amante	category	3116	47
amante	category	3075	71
amante	category	3067	325
amante	category	3115	25
amante	category	3110	59
amante	star_rating	4	5
aroma magic	category	1301	4
aroma magic	category	8430	37
aroma magic	concern	10770	19
aroma magic	price	0-499	4
aroma magic	category	8443	5
aroma magic	preference	10849	4
aroma magic	preference	10842	4
aroma magic	category	8404	15
aroma magic	category	9636	4
aroma magic	category	1302	3
aroma magic	category	1388	13
aroma magic	category	1392	4
aroma magic	concern	10737	14
aroma magic	category	1387	30
aroma magic	category	2041	42
aroma magic	preference	10844	4
aroma magic	category	8397	42
aroma magic	category	8380	69
aroma magic	category	1214	11
aroma magic	preference	10869	8
aroma magic	category	368	22
aroma magic	concern	10753	18
aroma magic	category	9573	3
aroma magic	skin_type	10779	71
aroma magic	concern	10729	15
aroma magic	category	319	88
aroma magic	category	8405	10
aroma magic	preference	10853	5
aroma magic	category	8421	8
aroma magic	category	8392	75
aroma magic	category	9566	8
aroma magic	concern	91637	3
aroma magic	category	316	138
aroma magic	category	8395	37
aroma magic	category	9567	5
aroma magic	category	320	35
aroma magic	category	9568	5
aroma magic	preference	10847	5
aroma magic	category	9615	11
aroma magic	category	8436	33
aroma magic	category	8403	15
aroma magic	category	8433	3
aroma magic	concern	10771	20
aroma magic	star_rating	4	6
aroma magic	category	9579	6
aroma magic	category	8444	9
aroma magic	category	8426	21
aroma magic	skin_type	10780	10
aroma magic	category	8441	5
aroma magic	category	8446	6
aroma magic	formulation	10817	9
aroma magic	category	9571	6
aroma magic	concern	10751	12
aroma magic	category	8379	139
aroma magic	category	8396	32
aroma magic	skin_type	10782	34
aroma magic	skin_type	10781	34
aroma magic	skin_type	10778	26
aroma magic	concern	10777	26
aroma magic	category	2046	5
aroma magic	category	8394	123
aroma magic	category	2040	41
aroma magic	category	8381	53
aroma magic	category	8445	3
aroma magic	preference	10857	5
aroma magic	category	9601	5
aroma magic	hair_type	11078	3
aroma magic	category	2746	4
aroma magic	category	8400	78
aroma magic	category	9572	3
aroma magic	concern	10755	5
aroma magic	category	8420	28
aroma magic	category	8437	23
aroma magic	category	8383	10
aroma magic	formulation	10827	3
aroma magic	concern	10748	4
aroma magic	category	9616	9
aroma magic	category	371	10
aroma magic	concern	10754	3
aroma magic	category	8429	67
aroma magic	concern	10749	10
aroma magic	category	8432	12
aroma magic	category	9581	3
aroma magic	concern	10750	12
aroma magic	preference	10851	12
aroma magic	preference	10862	5
aroma magic	category	1222	5
aroma magic	category	9617	19
aroma magic	category	8442	10
aroma magic	concern	10776	12
aveda	hair_type	11079	20
aveda	category	346	6
aveda	category	2040	22
aveda	category	8438	3
aveda	category	332	17
aveda	category	329	3
aveda	concern	91637	53
aveda	preference	80225	3
aveda	category	8379	16
aveda	category	8437	3
aveda	preference	10857	3
aveda	preference	10847	5
aveda	preference	10853	5
aveda	category	1214	12
aveda	hair_type	11078	23
aveda	category	2046	3
aveda	price	0-499	4
aveda	category	331	9
aveda	preference	10843	15
aveda	formulation	10820	3
aveda	category	1222	3
aveda	concern	10764	21
aveda	preference	12175	9
aveda	category	316	103
aveda	hair_type	11073	5
aveda	hair_type	11074	21
aveda	hair_type	11071	25
aveda	concern	10750	4
aveda	concern	10737	9
aveda	formulation	10827	3
aveda	preference	10845	4
aveda	formulation	10822	4
aveda	concern	10732	5
aveda	concern	10745	5
aveda	category	2041	40
aveda	preference	10851	7
aveda	category	8394	25
aveda	category	320	40
aveda	preference	64746	14
aveda	star_rating	4	5
aveda	category	319	54
aveda	hair_type	11075	5
aveda	hair_type	11077	15
aveda	category	8380	14
aveda	hair_type	11072	5
aveda	hair_type	91639	14
aveda	concern	91638	43
aveda	concern	10751	11
aveda	category	2048	42
aveda	concern	10715	7
aveda	hair_type	11076	7
aveda	concern	10755	18
avene	skin_type	10782	15
avene	category	8380	54
avene	category	8404	14
avene	category	8430	14
avene	category	8397	18
avene	category	1388	4
avene	category	8400	11
avene	concern	10770	11
avene	category	8445	3
avene	concern	10771	23
avene	category	1387	6
avene	spf	10870	9
avene	concern	10751	7
avene	concern	10729	12
avene	category	8403	11
avene	concern	10776	5
avene	skin_type	10779	46
avene	spf	10873	3
avene	category	239	4
avene	category	8442	7
avene	skin_type	10778	23
avene	category	8452	3
avene	category	8398	4
avene	concern	80312	7
avene	preference	10856	5
avene	concern	10750	5
avene	category	7309	3
avene	category	8444	4
avene	category	8394	53
avene	preference	10843	4
avene	preference	10862	3
avene	concern	10737	8
avene	concern	10777	62
avene	concern	10749	4
avene	category	8405	9
avene	skin_type	10781	11
avene	concern	10753	25
avene	preference	10869	4
avene	category	8395	23
avene	skin_type	10780	3
avene	preference	10844	3
avene	preference	10868	4
avene	preference	10863	4
avene	category	8409	8
avene	category	8392	21
avene	preference	10851	4
avene	preference	10867	3
avene	preference	10847	4
avene	category	8429	57
avene	concern	80230	3
avene	preference	10841	3
avene	preference	10845	3
avene	concern	10754	4
bangles	color	16775	17
bangles	category	4373	5
bangles	brand	4672	14
bangles	brand	8862	6
bangles	brand	10629	4
bangles	price	0-499	10
bangles	category	4364	5
bangles	category	4374	5
bangles	color	25190	14
bangles	color	10789	9
bangles	color	25188	3
bangles	color	13370	26
bangles	brand	9997	4
bangles	color	13750	5
bangles	color	13915	7
bangles	brand	8390	3
bangles	brand	5875	7
bangles	category	4365	3
bangles	category	4366	84
bangles	category	1464	8
bangles	brand	10068	7
bangles	star_rating	4	3
bangles	category	4367	3
bangles	brand	4751	3
bangles	color	11882	4
bangles	color	10801	8
bangles	color	15514	13
bath scrubs	brand	4922	20
bath scrubs	preference	16003	5
bath scrubs	preference	10853	12
bath scrubs	preference	80228	3
bath scrubs	brand	1095	16
bath scrubs	concern	10731	9
bath scrubs	brand	5658	6
bath scrubs	preference	10865	3
bath scrubs	brand	1544	6
bath scrubs	concern	10729	16
bath scrubs	brand	2421	20
bath scrubs	formulation	10827	3
bath scrubs	brand	670	16
bath scrubs	brand	3901	19
bath scrubs	preference	10860	3
bath scrubs	preference	10864	3
bath scrubs	brand	7666	38
bath scrubs	preference	10856	3
bath scrubs	preference	10861	5
bath scrubs	concern	10751	18
bath scrubs	brand	980	12
bath scrubs	brand	4179	19
bath scrubs	preference	10851	17
bath scrubs	preference	10866	3
bath scrubs	concern	10737	3
bath scrubs	preference	10863	6
bath scrubs	preference	10867	3
bath scrubs	brand	610	17
bath scrubs	preference	10842	6
bath scrubs	preference	10849	5
bath scrubs	concern	10770	56
bath scrubs	brand	680	19
bath scrubs	brand	6740	5
bath scrubs	price	0-499	18
bath scrubs	brand	2709	7
bath scrubs	brand	3814	16
bath scrubs	preference	10841	5
bath scrubs	preference	10844	4
bath scrubs	concern	10748	6
bath scrubs	brand	1190	9
bath scrubs	brand	5215	5
bath scrubs	brand	2734	14
bath scrubs	concern	10717	3
bath scrubs	brand	4132	5
bath scrubs	preference	10857	15
bath scrubs	brand	4638	23
bath scrubs	brand	9694	6
bath scrubs	brand	630	6
bath scrubs	formulation	10824	5
bath scrubs	skin_type	10779	21
bath scrubs	formulation	10809	42
bath scrubs	preference	10847	7
bath scrubs	preference	10839	5
bath scrubs	brand	2371	13
bath scrubs	preference	10859	5
bath scrubs	concern	10749	8
bath scrubs	brand	2711	11
bath scrubs	concern	10750	34
bath scrubs	brand	3538	3
bath scrubs	skin_type	10778	30
bath scrubs	preference	10846	5
bath scrubs	brand	6272	5
bath scrubs	brand	2131	23
bath scrubs	brand	9044	3
bath scrubs	brand	923	42
bath scrubs	brand	4359	7
bath scrubs	star_rating	4	23
bath scrubs	brand	1850	7
bath scrubs	preference	10843	11
bath scrubs	brand	8256	4
bath scrubs	brand	1131	4
bath scrubs	brand	3796	7
bath scrubs	skin_type	10780	16
bath scrubs	skin_type	10782	20
bath scrubs	brand	1906	3
bath scrubs	preference	64746	7
bath scrubs	concern	10753	49
bath scrubs	concern	10771	24
bath scrubs	concern	10777	20
bath scrubs	brand	943	99
bath scrubs	brand	6829	3
bath scrubs	skin_type	10781	31
bath scrubs	brand	10035	4
bath scrubs	preference	10845	11
bath scrubs	preference	10858	8
bath scrubs	concern	80231	96
bath scrubs	concern	10776	8
bath time	brand	2272	3
bath time	brand	824	54
bath time	formulation	10827	3
bath time	brand	10319	3
bath time	brand	923	49
bath time	preference	10863	10
bath time	brand	4318	3
bath time	brand	2418	3
bath time	brand	5109	38
bath time	preference	10851	24
bath time	hair_type	11075	3
bath time	preference	10852	7
bath time	brand	4289	18
bath time	preference	64746	7
bath time	hair_type	11071	3
bath time	brand	1510	14
bath time	formulation	10831	34
bath time	brand	670	11
bath time	brand	4320	44
bath time	preference	10849	9
bath time	brand	680	66
bath time	preference	10861	9
bath time	skin_type	10781	10
bath time	hair_type	11079	5
bath time	concern	10755	3
bath time	preference	10859	9
bath time	preference	10842	7
bath time	brand	1938	23
bath time	concern	10751	11
bath time	brand	725	56
bath time	preference	10856	3
bath time	preference	10858	5
bath time	preference	12175	9
bath time	preference	10869	15
bath time	brand	4748	25
bath time	preference	10857	13
bath time	preference	10865	6
bath time	brand	2371	8
bath time	skin_type	10778	13
bath time	preference	10843	15
bath time	hair_type	11078	7
bath time	brand	897	41
bath time	preference	10847	13
bath time	brand	2682	15
bath time	preference	10853	14
bath time	star_rating	4	12
bath time	preference	10845	19
bath time	formulation	10822	24
bath time	brand	1190	5
bath time	preference	10862	6
bath time	formulation	10825	6
bath time	brand	6886	8
bath time	brand	1832	4
bath time	formulation	10812	4
bath time	brand	2421	10
bath time	concern	91638	4
bath time	brand	609	49
bath time	preference	16003	8
bath time	brand	5908	4
bath time	brand	7994	4
bath time	brand	6457	26
bb creams	skin_type	10780	31
bb creams	preference	10866	8
bb creams	preference	10839	5
bb creams	category	228	5
bb creams	brand	7125	5
bb creams	preference	10869	8
bb creams	preference	80225	5
bb creams	brand	2347	41
bb creams	preference	10857	25
bb creams	brand	3990	13
bb creams	brand	597	21
bb creams	preference	10838	6
bb creams	preference	10855	21
bb creams	brand	593	37
bb creams	finish	10881	20
bb creams	spf	10873	18
bb creams	brand	7909	5
bb creams	brand	595	188
bb creams	category	77	5
bb creams	brand	614	84
bb creams	brand	1898	8
bb creams	brand	670	21
bb creams	brand	9236	5
bb creams	concern	10748	5
bb creams	skin_tone	10886	136
bb creams	brand	6224	7
bb creams	preference	10845	16
bb creams	brand	997	83
bb creams	preference	80224	5
bb creams	skin_type	10779	1709
bb creams	finish	10882	3
bb creams	brand	201	38
bb creams	brand	2534	45
bb creams	brand	8848	4
bb creams	star_rating	4	343
bb creams	preference	80227	6
bb creams	preference	10843	9
bb creams	preference	10859	11
bb creams	formulation	10818	6
bb creams	preference	64746	15
bb creams	brand	5238	27
bb creams	preference	10858	6
bb creams	preference	10841	7
bb creams	brand	5368	24
bb creams	preference	10863	26
bb creams	concern	10754	6
bb creams	brand	10665	8
bb creams	color	25802	16
bb creams	preference	10856	40
bb creams	brand	4290	78
bb creams	category	8398	11
bb creams	concern	10749	12
bb creams	concern	10776	11
bb creams	concern	10729	51
bb creams	brand	7914	5
bb creams	preference	10867	5
bb creams	skin_type	10778	177
bb creams	preference	10853	16
bb creams	category	232	81
bb creams	concern	10737	93
bb creams	brand	2203	4
bb creams	preference	10854	7
bb creams	concern	10750	12
bb creams	brand	6520	5
bb creams	brand	9694	9
bb creams	preference	10847	8
bb creams	brand	6346	21
bb creams	brand	978	14
bb creams	brand	600	18
bb creams	skin_type	10782	1293
bb creams	brand	4561	12
bb creams	finish	10880	23
bb creams	brand	4696	4
bb creams	brand	669	46
bb creams	brand	8232	7
bb creams	preference	10861	16
bb creams	brand	642	64
bb creams	brand	8335	13
bb creams	brand	596	693
bb creams	preference	12175	7
bb creams	brand	1850	10
bb creams	skin_tone	10887	402
bb creams	spf	10870	32
bb creams	formulation	10822	11
bb creams	preference	15812	6
bb creams	brand	2652	6
bb creams	coverage	10876	9
bb creams	brand	4130	95
bb creams	preference	10865	11
bb creams	brand	6285	22
bb creams	brand	943	126
bb creams	concern	10770	44
bb creams	brand	7516	3
bb creams	brand	3899	113
bb creams	concern	10751	11
bb creams	preference	10851	73
bb creams	brand	5108	62
bb creams	brand	604	140
bb creams	preference	10862	15
bb creams	finish	20426	3
bb creams	brand	618	19
bb creams	brand	6882	44
bb creams	brand	588	4
bb creams	preference	10860	10
bb creams	concern	80231	11
bb creams	brand	3814	74
bb creams	preference	10864	4
bb creams	coverage	10874	15
bb creams	concern	10777	270
bb creams	brand	10536	19
bb creams	skin_type	10781	182
bb creams	brand	1937	60
bb creams	concern	10771	21
bb creams	skin_tone	10888	36
bb creams	concern	80230	7
bb creams	brand	5197	15
bb creams	concern	10753	56
bb creams	brand	1835	4
bb creams	brand	990	10
bb creams	brand	681	28
bb creams	formulation	10824	3
bb creams	formulation	10827	18
bb creams	price	0-499	42
bb creams	brand	1918	33
bblunt	concern	10751	7
bblunt	concern	91638	9
bblunt	category	316	34
bblunt	category	2043	54
bblunt	category	2041	28
bblunt	formulation	10805	6
bblunt	hair_type	11079	10
bblunt	concern	10737	4
bblunt	hair_type	11074	11
bblunt	category	2049	7
bblunt	category	319	25
bblunt	category	346	10
bblunt	category	329	4
bblunt	category	331	11
bblunt	hair_type	11078	3
bblunt	hair_type	11071	4
bblunt	color	15515	11
bblunt	concern	91637	14
bblunt	category	1214	5
bblunt	category	332	40
bblunt	category	317	14
bblunt	preference	10868	3
bblunt	concern	10732	3
bblunt	formulation	10808	3
bblunt	concern	10745	5
bblunt	hair_type	11075	5
bblunt	hair_type	11073	3
bblunt	color	25188	3
bblunt	category	395	3
bblunt	category	320	39
belif	category	8441	7
belif	category	8397	27
belif	category	8438	5
belif	concern	10753	24
belif	concern	10729	6
belif	concern	10754	7
belif	concern	10771	11
belif	category	8444	9
belif	category	8437	7
belif	category	8381	13
belif	category	8380	42
belif	concern	10749	10
belif	formulation	10822	3
belif	skin_type	10781	9
belif	skin_type	10782	32
belif	category	8432	6
belif	category	8383	6
belif	concern	10751	8
belif	concern	10748	4
belif	category	8445	5
belif	preference	10863	3
belif	category	8392	20
belif	skin_type	10780	3
belif	category	8401	7
belif	concern	10770	21
belif	skin_type	10778	17
belif	category	8403	39
belif	category	8429	13
belif	category	8400	11
belif	category	1388	8
belif	concern	10737	15
belif	skin_type	10779	50
belif	category	8443	6
belif	category	8404	36
belif	concern	10776	12
belif	category	8394	39
belif	concern	10750	15
belif	category	8442	6
belif	concern	10777	39
benefit cosmetics	category	273	6
benefit cosmetics	category	3932	6
benefit cosmetics	category	234	104
benefit cosmetics	category	235	203
benefit cosmetics	category	228	124
benefit cosmetics	category	242	77
benefit cosmetics	category	253	110
benefit cosmetics	category	244	26
benefit cosmetics	category	1995	26
benefit cosmetics	category	2889	46
benefit cosmetics	category	229	59
benefit cosmetics	category	240	108
benefit cosmetics	category	3888	3
benefit cosmetics	concern	10777	8
benefit cosmetics	category	274	6
benefit cosmetics	category	241	143
benefit cosmetics	category	2873	22
benefit cosmetics	category	247	17
benefit cosmetics	category	245	202
benefit cosmetics	star_rating	4	8
benefit cosmetics	color	15515	8
benefit cosmetics	color	25802	5
benefit cosmetics	category	3935	7
benefit cosmetics	color	10801	7
benefit cosmetics	color	13370	3
benefit cosmetics	category	3940	9
benefit cosmetics	formulation	10811	4
benefit cosmetics	category	3931	5
benefit cosmetics	category	3994	3
benefit cosmetics	price	0-499	51
benefit cosmetics	concern	10749	3
benefit cosmetics	category	267	13
benefit cosmetics	category	3941	8
benefit cosmetics	category	3886	5
benefit cosmetics	category	251	39
benefit cosmetics	category	236	94
benefit cosmetics	category	1513	47
benefit cosmetics	category	3943	3
benefit cosmetics	category	3928	4
benefit cosmetics	coverage	10874	3
benefit cosmetics	finish	10880	3
benefit cosmetics	concern	10771	14
benefit cosmetics	category	269	13
benefit cosmetics	category	3934	5
benefit cosmetics	color	25740	5
benefit cosmetics	category	4140	68
benefit cosmetics	category	3933	14
benefit cosmetics	skin_tone	10887	23
benefit cosmetics	preference	10839	6
benefit cosmetics	category	268	11
benefit cosmetics	category	237	191
benefit cosmetics	category	3945	4
benefit cosmetics	preference	10855	10
benefit cosmetics	skin_tone	10886	19
benefit cosmetics	concern	10753	4
benefit cosmetics	category	231	83
benefit cosmetics	color	25190	6
benefit cosmetics	finish	10881	10
benefit cosmetics	preference	10841	6
benefit cosmetics	category	249	94
benefit cosmetics	category	3939	4
benefit cosmetics	category	233	117
bioderma	category	8429	29
bioderma	category	368	3
bioderma	concern	10729	4
bioderma	category	8397	13
bioderma	skin_type	10778	4
bioderma	concern	10770	8
bioderma	skin_type	10782	12
bioderma	concern	10753	12
bioderma	category	8383	4
bioderma	category	8437	3
bioderma	category	8394	44
bioderma	skin_type	10779	26
bioderma	category	8380	46
bioderma	skin_type	10781	6
bioderma	concern	10777	20
bioderma	category	8392	8
bioderma	category	231	3
bioderma	category	8381	9
bioderma	category	8444	3
bioderma	concern	10771	11
bioderma	category	8442	5
bioderma	concern	10737	15
bioderma	spf	10870	3
biotique	preference	10864	27
biotique	preference	10857	158
biotique	category	7318	3
biotique	category	320	877
biotique	preference	10868	25
biotique	formulation	10809	62
biotique	hair_type	11071	164
biotique	category	1301	119
biotique	category	9630	3
biotique	category	8444	120
biotique	category	369	132
biotique	category	7298	3
biotique	category	7306	30
biotique	category	1380	3
biotique	category	9587	3
biotique	concern	10770	477
biotique	hair_type	11073	42
biotique	hair_type	11072	22
biotique	category	1133	31
biotique	category	975	29
biotique	preference	10843	42
biotique	category	9599	17
biotique	category	8423	38
biotique	category	9574	29
biotique	concern	10729	199
biotique	formulation	10808	58
biotique	category	1311	35
biotique	category	316	2954
biotique	category	395	71
biotique	category	9601	16
biotique	preference	10839	83
biotique	category	7292	8
biotique	category	1214	278
biotique	category	8453	71
biotique	category	687	187
biotique	category	2045	41
biotique	preference	10866	39
biotique	finish	10881	14
biotique	category	2057	178
biotique	preference	10861	51
biotique	category	8381	982
biotique	category	240	177
biotique	category	8427	236
biotique	category	8394	3032
biotique	category	9640	15
biotique	category	1312	15
biotique	category	9638	15
biotique	category	9636	29
biotique	concern	10777	506
biotique	formulation	10820	63
biotique	category	9621	5
biotique	category	8430	349
biotique	category	9598	16
biotique	category	962	236
biotique	category	8405	188
biotique	concern	10771	493
biotique	category	1553	8
biotique	category	7301	8
biotique	category	7340	9
biotique	concern	10768	9
biotique	category	8380	994
biotique	category	8383	151
biotique	category	1289	9
biotique	category	1393	30
biotique	formulation	10816	57
biotique	category	8452	37
biotique	preference	80224	47
biotique	skin_type	10780	234
biotique	category	9607	15
biotique	category	1676	135
biotique	category	239	159
biotique	concern	10752	39
biotique	category	9579	42
biotique	category	8403	434
biotique	preference	15812	14
biotique	category	11027	9
biotique	preference	10863	79
biotique	concern	10717	28
biotique	category	8449	81
biotique	category	9602	12
biotique	concern	10776	238
biotique	formulation	10831	20
biotique	concern	10749	138
biotique	category	8445	91
biotique	hair_type	11076	22
biotique	category	9567	22
biotique	category	374	39
biotique	category	9615	9
biotique	category	7305	37
biotique	category	9566	61
biotique	category	9571	36
biotique	category	9582	40
biotique	category	7293	5
biotique	category	9613	4
biotique	skin_type	10778	360
biotique	category	9581	50
biotique	category	2046	152
biotique	category	8404	681
biotique	skin_type	10782	464
biotique	category	9632	3
biotique	concern	10748	41
biotique	formulation	10827	125
biotique	category	7211	5
biotique	formulation	10822	79
biotique	category	8379	2229
biotique	concern	10773	20
biotique	preference	10851	59
biotique	skin_type	10781	476
biotique	category	9575	34
biotique	category	1548	10
biotique	concern	10715	25
biotique	category	9625	8
biotique	concern	10751	184
biotique	category	1290	12
biotique	category	2041	798
biotique	preference	10867	36
biotique	preference	10844	33
biotique	category	8436	611
biotique	preference	64746	63
biotique	concern	10750	204
biotique	category	8437	334
biotique	formulation	10832	17
biotique	category	9634	12
biotique	category	2043	75
biotique	category	8443	86
biotique	category	9568	56
biotique	category	9577	39
biotique	preference	89005	13
biotique	concern	10755	84
biotique	star_rating	4	125
biotique	category	371	198
biotique	category	8397	934
biotique	category	7337	5
biotique	category	9606	20
biotique	category	9628	5
biotique	category	8395	834
biotique	category	9627	11
biotique	hair_type	11079	75
biotique	color	15515	3
biotique	category	368	420
biotique	category	9572	39
biotique	concern	10753	823
biotique	category	974	32
biotique	preference	89009	4
biotique	category	1293	42
biotique	category	1294	14
biotique	category	9624	10
biotique	category	254	700
biotique	category	1302	86
biotique	category	9629	5
biotique	price	0-499	78
biotique	category	8392	1174
biotique	category	9609	12
biotique	category	1410	10
biotique	category	8448	33
biotique	category	9639	37
biotique	category	8420	423
biotique	category	8451	37
biotique	concern	10737	262
biotique	hair_type	11074	74
biotique	category	7314	4
biotique	category	1387	515
biotique	concern	80231	285
biotique	preference	10841	18
biotique	concern	91637	193
biotique	preference	10840	37
biotique	skin_type	10779	1187
biotique	category	1389	46
biotique	category	9626	5
biotique	category	9603	5
biotique	formulation	10824	55
biotique	category	9591	20
biotique	category	367	250
biotique	spf	10873	74
biotique	formulation	12089	68
biotique	category	9637	12
biotique	concern	91638	60
biotique	category	8400	1452
biotique	category	8442	155
biotique	category	9600	14
biotique	category	8441	139
biotique	category	8409	722
biotique	category	9635	5
biotique	category	1298	19
biotique	hair_type	91639	56
biotique	finish	10885	5
biotique	category	319	1509
biotique	category	1319	7
biotique	preference	10853	140
biotique	category	8429	853
biotique	category	8421	109
biotique	category	6542	37
biotique	concern	10764	24
biotique	concern	10754	136
biotique	category	346	93
biotique	category	1222	104
biotique	formulation	10825	18
biotique	hair_type	11075	40
biotique	category	9608	18
biotique	category	7297	7
biotique	formulation	10813	6
biotique	category	8407	55
biotique	category	568	18
biotique	category	1324	16
biotique	category	1314	16
biotique	category	2040	888
biotique	category	9576	32
biotique	category	8644	263
biotique	hair_type	11078	200
biotique	category	1388	244
biotique	spf	10870	161
biotique	formulation	10812	19
biotique	category	931	55
biotique	category	9569	34
biotique	preference	10858	18
biotique	category	8426	693
biotique	category	1392	65
biotique	brand	923	11
biotique	preference	10859	5
biotique	category	8438	139
biotique	formulation	10817	34
biotique	hair_type	11077	146
biotique	category	8446	117
biotique	category	7320	18
blue heaven	color	25190	4
blue heaven	skin_type	10779	5
blue heaven	category	237	82
blue heaven	color	10801	15
blue heaven	category	242	99
blue heaven	category	8381	4
blue heaven	color	15515	5
blue heaven	category	971	8
blue heaven	category	377	4
blue heaven	category	235	73
blue heaven	category	251	59
blue heaven	category	263	272
blue heaven	category	234	88
blue heaven	formulation	10804	4
blue heaven	skin_type	10780	3
blue heaven	price	0-499	16
blue heaven	category	8436	5
blue heaven	skin_type	10781	3
blue heaven	finish	10884	3
blue heaven	category	229	42
blue heaven	coverage	10874	6
blue heaven	skin_tone	10886	4
blue heaven	category	6761	31
blue heaven	category	8383	3
blue heaven	brand	596	3
blue heaven	category	260	7
blue heaven	category	249	354
blue heaven	color	25802	10
blue heaven	category	254	55
blue heaven	preference	10838	13
blue heaven	category	231	54
blue heaven	category	8392	4
blue heaven	brand	1937	3
blue heaven	category	228	80
blue heaven	finish	10881	30
blue heaven	category	1514	22
blue heaven	category	233	62
blue heaven	skin_tone	10888	5
blue heaven	category	1388	3
blue heaven	category	255	49
blue heaven	color	10789	3
blue heaven	category	5079	122
blue heaven	category	241	84
blue heaven	star_rating	4	12
blue heaven	category	244	22
blue heaven	category	245	39
blue heaven	category	271	816
blue heaven	category	239	18
blue heaven	category	1513	23
blue heaven	category	240	162
blue heaven	category	8394	7
blue heaven	color	15514	3
blue heaven	skin_tone	10887	10
blue heaven	category	931	10
blue heaven	category	236	37
blue heaven	category	8409	7
blue heaven	formulation	10822	12
blue heaven	formulation	10806	3
blue heaven	category	687	66
blue heaven	category	250	74
blue heaven	category	8380	6
blush	preference	80228	27
blush	skin_type	10778	116
blush	preference	10862	9
blush	brand	2534	279
blush	preference	10865	9
blush	brand	670	71
blush	coverage	10876	8
blush	preference	10856	35
blush	category	3819	4
blush	brand	5238	108
blush	brand	4985	26
blush	preference	10851	85
blush	finish	10880	311
blush	category	231	15
blush	brand	4081	8
blush	preference	15812	16
blush	brand	4636	38
blush	color	69968	70
blush	brand	10665	63
blush	color	15514	418
blush	brand	4561	173
blush	category	233	4
blush	brand	4607	281
blush	brand	6371	25
blush	brand	4103	28
blush	brand	8260	21
blush	color	13529	13
blush	coverage	10874	22
blush	brand	4130	432
blush	brand	1937	557
blush	star_rating	4	197
blush	brand	4498	21
blush	brand	8848	13
blush	brand	3364	63
blush	brand	642	555
blush	brand	1834	8
blush	brand	4458	17
blush	brand	4910	38
blush	brand	1783	55
blush	preference	10854	31
blush	formulation	10828	145
blush	category	4140	41
blush	color	25802	207
blush	category	234	13
blush	brand	4911	22
blush	color	13370	13
blush	brand	8567	9
blush	category	1514	15
blush	brand	7184	8
blush	finish	10885	16
blush	finish	20426	133
blush	brand	3814	267
blush	preference	10853	24
blush	preference	10859	20
blush	brand	6883	47
blush	formulation	15987	27
blush	finish	10881	595
blush	finish	10878	27
blush	brand	5077	8
blush	brand	589	202
blush	preference	10869	21
blush	color	16777	112
blush	brand	1011	5
blush	preference	10857	17
blush	brand	1075	45
blush	brand	2538	29
blush	formulation	10812	166
blush	preference	10840	13
blush	brand	1965	155
blush	category	237	103
blush	preference	80227	17
blush	color	25188	38
blush	brand	7907	83
blush	formulation	10831	6
blush	formulation	10823	6
blush	preference	10841	15
blush	brand	2298	67
blush	preference	10839	25
blush	category	242	15
blush	skin_type	10779	130
blush	color	25190	84
blush	brand	1850	61
blush	brand	1804	61
blush	category	5967	6
blush	brand	604	729
blush	brand	4931	29
blush	brand	2623	6
blush	preference	10866	12
blush	brand	7691	58
blush	finish	10879	58
blush	brand	6446	15
blush	brand	3899	659
blush	brand	4506	5
blush	brand	2296	6
blush	brand	595	475
blush	formulation	10822	378
blush	brand	2347	454
blush	formulation	10832	24
blush	brand	1897	6
blush	preference	10847	20
blush	brand	9517	24
