customer_id,coupon_freeship
308867,1
309414,1
310910,1
312396,1
313491,1
314335,1
314944,1
316209,1
317171,0
318138,1
319293,1
320445,1
321835,1
322627,1
323525,1
324627,1
325848,1
327017,1
327678,1
329126,1
330229,1
330872,1
331851,1
332642,1
333901,1
335179,1
335809,1
337270,0
338546,1
339300,0
340770,1
341695,1
342361,1
343559,1
345125,0
346294,1
347243,1
348458,1
349075,1
350166,1
351215,0
352600,1
354355,0
356114,1
357227,1
359035,1
360262,1
361419,1
362391,1
364737,1
366013,0
367576,1
369082,1
371303,1
372489,1
375496,1
377199,1
378715,1
380097,1
381744,1
383221,1
385553,1
388055,1
390186,1
393125,1
395147,1
396707,0
398939,1
400667,1
403585,0
406278,1
408024,1
410615,1
412479,1
414918,1
418386,0
419712,0
422667,1
424908,1
426804,1
431735,1
435844,1
441678,1
445954,1
447974,1
451081,1
453607,0
455997,1
457308,1
459552,0
461376,1
463355,1
466336,1
467377,1
468998,1
470143,1
472211,1
473776,1
475090,1
476773,1
478410,1
480987,1
483589,1
486158,1
488360,1
490914,1
494603,1
496309,1
499026,0
501489,1
502406,1
504873,1
507506,1
509352,1
511181,1
514225,1
516584,0
517965,1
519640,1
521137,1
522253,1
523061,1
524705,1
526221,1
528058,1
529875,0
532117,1
533389,1
534279,1
536322,1
537734,1
538934,1
539945,1
541203,0
542646,1
543548,1
544918,1
546425,1
548345,1
550296,1
552307,1
555148,1
556261,1
557362,1
558654,1
560024,1
561208,1
562745,1
564050,0
565723,1
567092,1
568864,1
570281,1
572015,1
573128,1
574979,1
577139,1
579299,0
581640,1
583219,1
585828,1
588599,1
590341,1
591909,1
593995,0
595081,1
597101,1
599555,1
601331,1
603948,1
605640,1
607292,1
608942,1
609878,1
611374,1
613519,1
614835,1
616289,1
617249,1
618644,0
619766,0
620892,1
622199,1
623287,1
624333,1
625973,1
626981,1
628607,1
629746,1
630800,1
631990,0
633437,1
635036,1
636475,1
637934,1
639811,1
641289,1
642554,1
644081,1
645458,1
646440,1
647435,1
650199,1
652599,1
654513,1
657335,1
660015,0
662376,1
663790,1
665398,1
668601,0
670839,1
672567,1
674034,1
675340,1
677439,1
678784,1
680820,0
683165,1
685993,1
687045,1
688607,1
689810,0
691273,1
693189,0
694358,1
695673,1
697279,1
698503,1
700240,1
701657,1
702860,1
704727,1
705891,1
707867,1
709788,1
711306,1
712772,1
713972,1
715755,1
717795,1
719338,1
720883,1
722381,1
723998,1
725770,0
727550,0
728949,1
730239,1
732048,1
733659,0
735551,1
736795,1
738213,1
740178,1
741833,1
743620,1
745350,1
747494,1
749130,1
751194,1
753389,1
755320,1
757179,1
760249,1
764148,1
766478,1
768614,1
771446,1
773368,1
774433,1
775831,1
777377,1
779192,1
781557,1
783195,1
785148,0
786915,1
788690,1
789760,1
790814,1
791798,1
792694,1
795221,1
795985,1
796895,1
798387,1
799412,1
800708,1
802358,1
803826,1
805069,1
806243,1
808140,1
809671,0
810939,1
812489,1
813956,0
815479,1
817261,1
818796,1
820505,1
822465,1
824243,1
825415,1
826583,1
828044,1
829731,1
831359,0
833039,0
835674,1
837559,1
839923,1
841983,1
842865,1
844015,0
845926,1
847642,1
849307,1
850531,1
851449,1
852565,1
854118,1
855334,1
856522,1
857242,1
858081,1
859525,1
860438,1
861803,1
862659,1
863535,1
864744,1
866032,1
866969,1
867669,1
868676,1
869846,0
871199,1
873064,1
874071,1
875293,1
876752,0
877747,1
879216,1
880492,0
881903,1
883033,1
884580,1
885692,1
887305,1
889067,1
889918,0
891174,0
892316,1
893807,1
895398,1
896982,0
897871,1
899504,1
900879,1
902016,0
903744,1
904628,1
906131,1
907121,0
908472,0
909532,0
910750,1
912248,1
913545,1
914929,0
916055,1
917531,1
918815,1
920233,1
921431,1
923060,1
925335,0
927187,1
930566,1
932491,1
933578,1
935393,1
937704,1
939949,1
941753,0
943870,1
946528,1
948609,1
950381,0
952822,0
954988,1
956648,1
958259,1
960051,1
961692,0
963977,1
967034,1
968801,1
970940,1
973452,1
975316,1
976597,1
978188,1
979592,1
982810,1
983745,1
985193,0
986591,1
988495,1
990305,1
991556,0
993293,0
994601,1
996069,1
997501,1
999810,1
1001613,1
1003143,1
1006204,1
1007442,1
1009238,1
1011182,1
1012215,1
1012959,1
1014221,1
1015892,0
1017933,0
1019894,1
1021854,1
1023271,1
1024386,1
1025689,1
1026905,1
1027946,1
1029207,1
1030638,1
1032103,1
1033843,1
1035581,0
1037372,1
1039344,1
1041354,1
1042758,1
1044604,1
1046788,1
1048039,0
1049385,1
1050741,1
1052854,1
1054014,1
1055520,1
1057129,1
1058907,1
1060439,1
1062251,1
1064477,1
1066082,1
1067568,1
1069132,1
1071312,1
1073049,1
1075282,1
1076839,1
1078284,0
1079700,0
1081390,1
1083147,0
1084343,1
1085780,1
1087271,1
1088961,1
1090315,1
1091441,1
1092460,1
1094224,1
1095484,0
1098363,1
1100498,1
1102359,1
1104192,1
1105119,1
1107054,1
1108237,1
1109821,0
1111967,1
1113765,1
1115919,1
1117610,1
1120370,1
1122527,1
1124512,1
1126900,1
1129487,0
1130588,1
1132710,0
1135463,1
1137066,1
1140157,1
1142304,1
1143704,1
1146512,1
1148747,1
1152317,1
1153965,0
1156971,1
1159839,0
1162228,1
1165866,1
1168352,1
1170668,1
1172915,1
1175986,1
1179210,1
1183801,1
1186283,0
1189486,1
1191798,1
1194289,1
1196062,1
1198770,1
1201200,1
1203356,1
1204949,1
1207035,1
1208814,1
1210671,1
1213111,1
1214439,1
1216568,1
1218464,1
1221238,1
1223776,1
1225845,1
1227764,1
1230274,1
1231772,1
1233741,0
1234978,1
1236975,1
1239563,1
1240627,1
1242320,1
1245039,1
1247721,1
1250099,1
1252954,1
1255269,1
1258091,1
1260534,1
1262667,1
1263837,1
1264948,1
1267094,1
1269402,1
1271283,1
1273479,1
1275280,1
1277017,1
1280072,1
1282761,1
1284921,1
1288019,0
1290402,1
1292258,1
1295116,1
1297015,1
1299678,1
1301992,1
1304362,1
1306855,1
1309258,0
1311777,1
1314421,1
1317101,1
1319188,1
1321104,1
1323336,1
1325381,1
1327974,1
1329558,1
1332204,1
1335073,1
1336697,1
1339325,1
1341617,1
1343694,1
1346241,1
1349046,1
1351706,0
1354371,1
1357475,1
1359590,1
1361265,1
1363703,1
1365200,1
1367812,1
1369551,0
1371235,1
1373245,1
1375590,1
1378136,1
1379580,1
1381991,1
1384191,1
1386373,1
1389595,1
1391522,1
1393237,1
1395991,1
1398279,1
1400162,1
1403611,1
1406470,1
1408614,1
1411280,1
1413826,1
1416643,1
1419852,1
1421923,0
1425480,1
1428703,1
1431163,0
1434099,1
1437209,1
1439829,1
1443079,1
1445862,1
1448556,1
1451692,1
1454656,1
1455844,1
1458264,1
1461507,1
1463701,1
1465136,1
1466921,1
1468698,1
1471356,0
1474058,1
1476506,1
1478800,1
1481694,1
1484326,1
1487139,0
1489763,1
1493427,1
1494855,1
1496962,1
1499132,1
1501782,0
1504946,1
1508388,1
1510397,1
1513155,1
1516033,1
1518759,1
1520442,1
1522071,1
1524530,1
1527175,1
1529886,1
1531995,1
1534923,1
1538423,1
1541979,1
1544414,1
1546645,1
1548961,1
1551301,1
1553881,1
1556449,0
1559450,1
1561859,0
1565930,1
1568749,1
1571660,1
1573623,1
1576108,1
1578686,1
1581706,0
1585386,1
1587184,1
1589701,1
1594040,1
1596266,1
1597701,1
1600709,1
1602412,1
1604200,1
1605294,1
1608886,1
1610954,1
1613231,1
1615454,1
1618210,1
1620373,1
1623123,1
1625288,1
1629910,0
1634045,1
1636510,1
1639838,1
1642026,0
1645021,1
1647603,1
1650310,1
1653192,0
1658788,0
1661697,1
1664385,1
1667401,1
1671596,1
1675876,1
1679861,1
1683450,1
1686437,1
1689161,1
1692219,1
1697228,1
1700540,1
1704558,1
1708270,1
1711803,1
1714979,1
1717414,1
1720277,1
1722763,1
1726505,1
1730200,1
1732789,1
1735099,1
1738464,1
1741351,1
1745826,1
1747366,1
1749170,1
1751442,1
1753972,1
1756011,1
1760366,1
1761834,0
1765465,1
1768092,1
1770835,1
1774320,0
1776964,1
1779230,0
1781624,1
1785646,1
1787970,1
1792056,1
1796835,1
1799054,1
1802464,1
1807181,1
1810955,1
1814998,1
1818622,1
1825027,1
1830072,0
1833139,0
1837118,1
1842256,1
1846155,1
1849090,1
1852332,1
1855689,1
1859486,1
1862834,1
1865718,1
1868524,1
1871655,1
1874061,1
1876905,1
1880267,1
1882656,1
1885688,1
1888479,0
1891722,1
1895672,1
1899612,1
1902114,0
1904652,1
1907057,0
1910847,1
1914898,1
1918741,1
1922788,1
1925411,1
1928153,1
1929980,1
1932116,1
1935787,0
1937712,1
1939850,1
1943286,1
1945707,1
1950716,1
1954084,1
1956419,1
1959568,0
1963356,1
1966142,0
1968932,1
1971661,1
1974624,1
1979094,1
1983156,1
1987843,1
1993136,0
1996688,1
1998343,1
2000294,0
2003433,1
2007576,1
2011372,1
2014707,1
2018569,1
2020824,1
2022827,1
2025803,1
2030138,1
2032851,1
2036778,0
2039015,1
2043421,1
2048619,1
2052667,1
2055303,1
2057399,1
2059874,1
2063885,1
2065997,1
2070944,1
2074471,1
2077913,1
2081825,1
2084463,0
2087085,1
2092397,1
2097017,1
2100647,1
2103961,1
2108414,1
2110566,1
2114280,1
2117966,1
2121852,1
2126910,1
2131047,1
2134224,0
2140108,1
2145015,1
2148945,1
2152325,1
2156402,1
2159208,1
2163209,1
2165937,1
2170460,1
2173051,0
2176621,1
2178731,1
2181074,1
2186009,1
2188921,1
2192336,1
2195486,1
2198952,1
2202871,1
2207581,1
2211151,1
2213637,0
2218781,1
2223747,1
2227248,1
2229798,1
2232395,1
2234950,1
2238303,1
2240653,1
2243354,1
2246758,1
2251891,1
2254583,1
2257136,1
2260645,1
2262420,1
2266791,1
2270729,1
2274068,1
2278371,1
2282946,1
2288005,1
2290528,1
2293727,1
2296190,1
2300811,1
2303286,1
2306912,1
2310272,1
2313637,1
2317987,1
2322885,1
2326222,1
2331936,1
2334808,1
2338699,1
2341627,0
2344620,1
2348203,1
2351529,1
2355553,1
2359934,0
2364178,1
2367441,1
2371022,1
2374928,1
2379882,1
2382726,1
2388352,1
2391686,1
2396090,1
2399991,1
2402401,1
2404545,1
2408612,1
2413204,1
2417370,1
2422092,1
2425266,1
2429128,1
2433498,1
2436309,1
2438539,1
2441834,1
2445699,1
2447754,1
2449770,1
2452900,1
2457335,1
2461237,1
2464926,1
2468452,1
2472176,1
2474925,1
2477972,1
2482100,0
2487259,1
2489878,1
2493211,0
2498130,0
2502511,1
2506129,1
2508779,1
2512059,1
2517232,0
2522650,1
2527216,1
2529817,1
2536196,1
2537813,1
2542371,1
2548195,1
2552643,1
2556047,1
2562178,1
2566649,1
2571343,1
2574496,0
2578527,1
2580754,1
2585766,1
2591618,1
2595107,1
2598145,1
2601814,1
2607148,1
2610144,1
2614880,1
2619949,1
2623586,1
2626574,1
2631220,1
2637204,1
2641717,1
2644800,0
2649033,1
2651374,1
2654736,1
2657067,1
2660778,1
2666381,1
2669907,1
2674888,1
2678475,1
2682219,1
2685914,1
2689189,1
2694820,1
2700805,0
2705293,1
2710659,1
2715128,1
2718327,1
2721803,1
2726606,1
2732209,1
2737465,1
2741585,1
2748668,1
2752468,1
2755263,1
2759979,1
2763397,1
2768507,1
2771589,1
2775401,1
2782865,1
2787309,1
2792332,1
2795583,1
2803401,1
2808951,1
2813219,1
2817964,1
2822336,1
2828014,1
2832731,0
2838215,1
2842557,1
2846561,1
2850522,1
2857766,1
2860432,1
2865751,1
2870397,1
2876449,1
2881711,1
2886401,1
2891545,1
2895458,1
2898983,1
2903493,1
2909607,1
2913101,1
2917672,1
2923056,1
2928569,1
2934038,1
2939361,1
2944511,1
2947412,0
2952907,1
2956533,0
2962079,1
2967364,1
2971072,1
2979625,1
2984256,1
2990275,1
2998208,1
3004381,1
3008442,1
3012296,1
3016082,1
3020140,1
3026727,1
3031877,1
3036272,1
3040789,0
3044804,1
3052313,1
3059736,1
3064623,1
3072011,0
3076201,1
3083712,1
3087713,1
3093396,1
3101227,1
3107385,1
3114340,1
3119271,1
3124766,1
3129953,1
3141090,1
3147822,1
3151896,1
3156754,0
3162258,1
3166562,1
3172039,1
3180695,1
3188537,1
3193155,1
3199650,1
3206996,1
3211569,1
3216441,1
3222739,1
3230368,1
3238436,1
3242750,1
3248653,1
3254766,1
3261496,1
3269899,1
3274906,1
3285403,1
3292718,1
3300104,1
3306091,1
3313489,1
3320191,1
3328141,1
3334506,0
3338754,1
3347446,1
3357537,1
3365592,1
3372443,1
3379081,1
3383013,1
3386897,1
3392125,1
3396972,1
3401591,1
3407958,1
3413057,1
3418723,1
3423233,0
3430214,1
3439552,1
3446173,1
3452305,1
3458808,1
3463595,0
3471985,1
3480822,1
3484398,1
3494204,1
3504780,1
3512145,1
3521937,1
3529522,1
3538395,1
3547758,1
3554072,0
3564243,1
3571127,1
3576816,1
3583815,1
3590667,1
3599887,1
3612602,1
3619226,1
3627200,1
3633975,1
3640681,1
3648852,1
3653590,1
3661705,1
3667402,1
3676438,1
3683716,1
3689611,1
3697331,1
3704903,1
3711479,1
3720544,1
3728444,1
3737901,1
3745539,1
3752921,1
3760859,1
3767101,1
3775268,1
3782682,1
3792793,1
3797854,1
3806188,1
3816511,1
3824550,1
3831718,1
3843328,1
3854582,1
3862479,0
3876091,1
3883897,1
3891705,1
3898839,1
3904844,1
3911772,1
3919989,1
3926193,1
3932703,1
3937565,1
3944638,1
3951107,1
3956010,1
3962159,0
3970881,1
3984640,1
3996740,1
4002974,1
4009465,0
4015914,1
4024156,1
4035680,1
4048138,1
4057318,1
4066138,1
4075736,1
4087396,1
4094624,1
4099072,1
4108656,1
4120543,1
4128807,1
4136813,1
4144581,1
4153763,1
4162475,1
4174695,1
4185170,1
4195551,1
4205554,1
4215984,1
4224841,1
4232618,1
4238317,1
4247175,1
4252476,1
4258665,1
4264885,1
4273258,1
4282342,1
4289472,1
4297980,1
4307979,1
4317741,1
4327070,1
4333268,0
4340237,1
4346806,0
4353378,1
4361621,1
4368735,1
4375865,1
4382927,1
4391205,1
4396772,1
4402594,1
4410981,1
4417637,1
4423163,1
4430320,1
4435129,0
4444030,0
4451892,1
4461438,1
4468772,1
4476550,1
4484240,1
4494313,1
4501863,1
4511762,1
4521115,1
4526576,1
4532405,1
4541742,1
4545125,1
4551718,1
4560785,1
4568774,1
4578268,1
4587277,1
4593282,1
4599734,1
4606562,1
4613952,1
4622614,1
4630624,1
4639054,1
4650088,1
4656994,1
4667068,1
4673611,1
4682674,1
4691035,1
4697467,1
4705611,1
4715710,0
4726272,1
4734361,1
4746796,1
4752307,1
4762632,1
4775160,1
4788999,1
4797440,1
4809238,1
4821574,1
4831001,1
4841222,1
4853455,1
4868278,1
4887073,1
4895301,0
4905802,1
4919689,1
4927701,0
4941788,1
4958213,1
4966729,1
4977494,1
4991906,1
5014437,0
5028702,1
5049767,1
5064803,1
5079907,1
5091158,1
5107030,1
5130948,1
5153668,1
5165316,1
5180694,1
5202354,1
5223536,1
5245103,1
5261849,1
5276785,1
5290306,1
5306673,0
5318421,1
5328096,1
5343124,0
5357693,1
5369679,1
5377482,1
5398253,1
5412793,1
5424726,1
5439058,1
5481978,1
5490766,1
5501424,1
5516620,1
5598440,1
5615065,1
5632875,1
5641961,0
5658910,1
5672330,1
5687041,1
5701560,1
5711508,1
5729571,1
5743945,1
5759044,1
5774801,1
5790909,1
5807163,1
5826252,1
5843642,1
5855650,1
5969428,1
5985927,1
6035651,1
6049496,1
6068182,0
6086821,1
6103802,1
6113872,1
6132723,1
6152144,0
6168679,1
6225827,1
6239456,1
6263819,1
6279785,1
6297793,1
6314580,1
6328031,1
6349499,1
6368176,1
6384113,1
6404842,1
6451808,1
6493944,1
6522069,1
6547547,1
6575356,1
6603539,1
6634088,1
6666367,1
6694876,1
6722978,1
6762342,1
6788756,1
6827791,1
6854166,1
6917564,1
6941853,0
6969751,1
7015679,1
7052639,1
7108230,1
7180139,1
7249010,1
7308129,1
7420727,1
7502618,1
7555513,1
7626747,1
7838378,1
175350,1
176904,0
178131,1
179130,1
180280,1
181859,1
183279,0
184769,1
185883,1
186587,1
188030,1
188945,1
189995,1
191057,1
192300,1
193675,1
194936,1
196499,1
197393,1
198387,0
199777,1
201007,1
202421,0
203566,1
205679,1
207240,1
209645,1
212011,1
213063,1
215256,1
216969,1
219272,1
221983,1
223661,1
225781,1
228028,1
229258,1
230310,1
231724,1
233134,1
233987,0
234882,1
236419,1
238301,1
239658,1
241318,1
242456,1
243688,1
245681,1
247711,0
249454,1
250637,1
252365,1
253093,1
254178,1
255495,1
257915,1
259766,1
261047,1
262458,0
264885,1
266441,1
268199,1
269769,1
271119,1
273254,1
274788,1
275885,1
276816,1
278290,1
279643,1
280776,1
281741,1
282643,1
283336,1
284954,1
286234,1
288399,1
291326,1
294061,1
294945,1
296684,1
297621,1
299056,1
300675,1
301982,0
302954,1
303616,1
304423,1
